"Continent","Country","Year","Life Expectancy","Gender","BMI","Blood Pressure","Cholesterol","Lung Cancer","Liver Cancer","Stomach Cancer","Population","Population Growth"
"Africa","Seychelles",2003,76.9,"men",24.9,136,5.26,8.3,2.36,3.2,42.68,2.06131331005787
"Africa","Sierra Leone",2003,42.8,"men",22,133,3.81,90.6,283,131,2582.461,4.77569345719163
"Asia","Singapore",2003,82,"men",23.8,128,5.12,694,309,330,2092.06,0.11925910044563
"Europe","Slovenia",2003,80.6,"men",27,136,5.24,901,93,326,971.306,-0.0306709317787907
"Oceania","Solomon Islands",2003,66.3,"men",26.6,125,4.47,24.9,19.6,15.1,229.017,2.52074883833365
"Africa","Somalia",2003,53.4,"men",21.7,132,4.22,87.6,128,166,4912.67,3.28816073751818
"Africa","South Africa",2003,56.2,"men",25.3,132,4.43,3950,1340,1140,23032.769,1.22980970688154
"Europe","Spain",2003,83.4,"men",26.9,130,5.3,19000,3080,5780,20973.843,1.72086274913772
"Asia","Sri Lanka",2003,77,"men",21.6,128,4.47,764,230,467,9526.937,0.613761734433463
"Africa","Sudan",2003,61.5,"men",21.8,132,4.47,835,881,588,14778.501,2.64155170873847
"Americas","Suriname",2003,71.9,"men",24.9,129,4.53,31,14.1,15.1,246.187,1.16331629382469
"Europe","Sweden",2003,82.4,"men",26,133,5.29,1930,338,733,4432.829,0.398643059882743
"Europe","Switzerland",2003,83.2,"men",25.9,131,5.39,2470,489,646,3553.698,0.696862235609307
"Asia","Tajikistan",2003,69.9,"men",23.4,131,4.19,147,122,387,3283.545,1.85634404172594
"Asia","Thailand",2003,75.1,"men",22.7,124,4.91,9320,10200,1990,31795.665,0.66939074651877
"Asia","Timor-Leste",2003,63.6,"men",20.6,125,4.26,26,12,14.2,478.391,2.63214351607519
"Africa","Togo",2003,54.7,"men",21.6,132,3.88,111,263,128,2635.67,2.60296129912548
"Oceania","Tonga",2003,73.6,"men",30.3,130,5.04,12.7,12.7,6.31,50.264,0.223321103844317
"Americas","Trinidad and Tobago",2003,72.6,"men",25.8,129,4.59,95.7,17.9,46.1,637.659,0.423800884454025
"Africa","Tunisia",2003,76.4,"men",24.5,129,4.58,1360,92.5,263,4989.405,0.612539269280323
"Asia","Turkey",2003,75.2,"men",26,125,4.73,14500,1280,4340,32535.902,1.43912357530464
"Asia","Turkmenistan",2003,68.4,"men",24.6,132,4.53,182,81.4,221,2290.688,0.979693748721609
"Africa","Uganda",2003,52.4,"men",22.1,134,4.03,324,499,386,12800.059,3.2705220171738
"Europe","Ukraine",2003,73.3,"men",24.8,136,4.81,17300,1080,9110,22108.644,-0.894785360845126
"Asia","United Arab Emirates",2003,76.4,"men",27.4,128,5.24,68.8,47.2,34.5,2538.205,7.32585693071148
"Europe","United Kingdom",2003,80.7,"men",26.9,134,5.49,24500,2070,6580,29105.237,0.500738564780337
"Americas","United States",2003,79.8,"men",28,124,5.21,118000,12400,15400,142928.382,0.92062854697519
"Americas","Uruguay",2003,79,"men",26,132,4.96,1090,61.2,471,1605.382,-0.146665505616577
"Asia","Uzbekistan",2003,71.1,"men",24.9,127,4.32,1230,481,1380,12795.67,1.22977251036058
"Oceania","Vanuatu",2003,70.5,"men",26.2,134,4.63,12.4,4.13,6.64,101.626,2.54790567199121
"Asia","Yemen",2003,62.6,"men",24.1,128,4.49,579,308,411,9569.772,2.92288601357582
"Africa","Zambia",2003,48.9,"men",20.3,131,4.33,120,188,259,5570.858,2.53228625402888
"Africa","Zimbabwe",2003,45.5,"men",21.8,131,4.21,333,476,308,5784.697,-0.257963486812502
"Asia","Afghanistan",2004,59.1,"men",20.6,125,4.14,1010,207,876,12763.726,4.49536187494444
"Europe","Albania",2004,78,"men",26,133,4.91,639,202,290,1563.966,-0.690545902729228
"Africa","Algeria",2004,73.7,"men",24.2,130,4.69,999,203,547,16542.653,1.27750201328688
"Africa","Angola",2004,54.2,"men",21.7,133,4.34,298,445,288,9310.252,3.45595773510703
"Americas","Antigua and Barbuda",2004,76.7,"men",25.3,132,4.76,3.7,1.8,5.16,38.009,1.56045424181698
"Americas","Argentina",2004,78.4,"men",27.1,127,5.05,7080,972,3290,18696.321,1.09646906528738
"Asia","Armenia",2004,75.5,"men",24.6,134,4.67,879,166,316,1410.957,-0.519205454900534
"Oceania","Australia",2004,83.2,"men",27.1,129,5.24,5880,742,1600,9918.667,1.30495664341378
"Europe","Austria",2004,82.1,"men",26.1,132,5.38,2750,606,923,3993.099,0.521272825038424
"Asia","Azerbaijan",2004,71.2,"men",24.9,131,4.5,859,273,888,4156.206,1.21789090976395
"Americas","Bahamas",2004,76.5,"men",26.8,132,5.06,25.1,8.01,18.3,154.923,1.82455125635077
"Asia","Bahrain",2004,76.1,"men",27.2,131,5.08,43.6,8.63,11.9,493.191,7.71231638121945
"Asia","Bangladesh",2004,68.1,"men",20.2,126,4.29,9450,1560,3610,70244.874,1.55352229362956
"Americas","Barbados",2004,76.3,"men",26,130,4.74,19.6,7.48,28.4,132.17,0.329446772332542
"Europe","Belarus",2004,74,"men",25.6,136,5.04,3520,223,1980,4495.131,-0.780642657827004
"Europe","Belgium",2004,81.6,"men",26.4,130,5.48,5790,389,1050,5139.663,0.62777050430152
"Americas","Belize",2004,71.8,"men",26.6,127,4.51,14.8,6.61,9.38,139.086,2.58668377846127
"Africa","Benin",2004,58.4,"men",22.1,132,4.04,141,403,173,3836.993,3.16399744684101
"Asia","Bhutan",2004,64.3,"men",22.5,127,4.49,11.3,9.6,11.7,333.701,2.29355126464125
"Europe","Bosnia and Herzegovina",2004,77.7,"men",26.1,133,4.68,1560,216,357,1848.921,0.0548187463878152
"Africa","Botswana",2004,52.6,"men",21.6,133,4.59,125,37.9,35.6,857.471,1.89162404699888
"Americas","Brazil",2004,75.5,"men",25.2,132,4.86,14000,3670,12400,90992.764,1.16536537092767
"Europe","Bulgaria",2004,76,"men",26.1,134,5.01,2960,479,1240,3768.917,-0.781341110941758
"Africa","Burkina Faso",2004,53.4,"men",20.9,130,3.89,120,653,248,6422.637,3.0686935581555
"Africa","Burundi",2004,54.1,"men",21.4,133,3.95,86.7,126,152,3512.136,3.28681685415596
"Asia","Cambodia",2004,64.4,"men",20.5,123,4.32,841,226,385,6341.054,1.6111503707229
"Africa","Cameroon",2004,53.2,"men",23.3,130,4.06,426,1230,422,8598.312,2.75696076064639
"Americas","Canada",2004,82.4,"men",27.2,125,5.18,11500,1050,2910,15769.779,1.05546446338316
"Africa","Central African Republic",2004,45.3,"men",20.9,133,4.08,169,124,175,1956.164,2.08041864074306
"Africa","Chad",2004,48.7,"men",21.1,131,3.88,157,498,217,4850.103,3.87249868020479
"Americas","Chile",2004,80.5,"men",26.6,133,5,1410,403,2280,7880.156,1.0452980437479
"Asia","China",2004,75.2,"men",22.7,127,4.42,326000,291000,295000,679398.856,0.613571589081004
"Americas","Colombia",2004,75.8,"men",24.5,128,4.83,2310,696,3060,20620.944,1.42812326523793
"Africa","Comoros",2004,61.5,"men",21.9,133,4.21,5.7,9.12,7.32,300.706,2.42239282819132
"Americas","Costa Rica",2004,80.4,"men",26,128,4.66,176,93.1,422,2118.714,1.44935586046076
"Europe","Croatia",2004,78.8,"men",26.2,136,5,2500,295,764,2110.636,-0.0880475039952799
"Americas","Cuba",2004,79.6,"men",24.5,128,4.42,2800,309,579,5608.177,0.193574021383722
"Asia","Cyprus",2004,80.6,"men",27.1,132,5.3,174,23.2,47.4,512.008,1.77709574053608
"Europe","Denmark",2004,79.9,"men",25.7,131,5.58,2310,213,426,2675.318,0.311547505089042
"Africa","Djibouti",2004,59.1,"men",22.9,132,4.65,10.2,14.3,13.2,385.776,1.68403239963415
"Americas","Dominican Republic",2004,74.7,"men",24.6,129,4.36,396,238,229,4511.784,1.48877575327868
"Americas","Ecuador",2004,77,"men",25.3,129,4.68,442,292,1090,6819.88,1.67798462935784
"Africa","Egypt",2004,71.7,"men",26.4,126,4.58,2060,5610,1130,37399.737,1.89772774642872
"Americas","El Salvador",2004,74.6,"men",25.9,125,4.5,164,104,318,2880.364,0.3073963525457
"Africa","Equatorial Guinea",2004,55.3,"men",23,136,4.58,16.4,26.8,9.21,378.637,4.89518432432882
"Africa","Eritrea",2004,60,"men",20.8,127,4.15,37.9,49.9,51,1356.484,4.61805668028684
"Europe","Estonia",2004,77.6,"men",25.7,138,5.18,572,43.8,237,634.124,-0.797531999837295
"Africa","Ethiopia",2004,56.6,"men",20,128,4.09,946,1580,1360,37021.854,2.87127926867129
"Oceania","Fiji",2004,71.1,"men",25.9,129,5.16,23.6,23.2,16,416.77,0.310484259170108
"Europe","Finland",2004,82.1,"men",26.4,135,5.27,1650,253,436,2564.439,0.342137852912796
"Europe","France",2004,83.5,"men",25.6,132,5.46,24200,5910,5520,29391.805,0.70622283407461
"Africa","Gabon",2004,60.1,"men",23.8,134,4.72,37.3,74.2,29.9,675.829,2.70223859389982
"Africa","Gambia",2004,58.7,"men",21.3,133,3.98,18.8,189,14.8,743.719,3.17221843041291
"Asia","Georgia",2004,76.3,"men",25,135,4.58,813,162,503,2013.546,-0.256301022430054
"Europe","Germany",2004,81.8,"men",26.9,135,5.67,35500,4960,10800,39869.687,0.103516435409072
"Africa","Ghana",2004,59,"men",22.4,129,3.88,305,1040,262,10743.126,2.53302172618994
"Europe","Greece",2004,82.2,"men",26,129,5.02,5820,1110,1300,5568.298,0.0422389936519277
"Americas","Grenada",2004,73.6,"men",24.8,130,4.49,6.87,2.64,4.43,52.239,0.525343493822877
"Americas","Guatemala",2004,72.6,"men",25,125,4.27,287,460,727,6274.837,2.3794583129385
"Africa","Guinea",2004,52.8,"men",22.2,132,3.92,252,898,247,4256.518,1.95738671136659
"Africa","Guinea-Bissau",2004,53.9,"men",21.5,131,3.89,32.9,85.4,51.9,633.751,2.31824111386649
"Americas","Guyana",2004,68.2,"men",23.6,128,4.16,20.6,14,21.7,373.789,0.13367623027672
"Americas","Haiti",2004,60.7,"men",23.4,128,4.1,421,120,398,4457.288,1.6672395581125
"Americas","Honduras",2004,73.8,"men",24.8,127,4.34,166,91.3,239,3626.103,2.51789347262856
"Europe","Hungary",2004,77.1,"men",26.7,136,5.14,6130,562,1270,4801.245,-0.308485991368122
"Europe","Iceland",2004,82.8,"men",26.7,130,5.74,66.1,7.26,27.1,145.843,1.15762897609831
"Asia","India",2004,65,"men",20.9,125,4.44,32300,13100,35000,587649.484,1.63842442859306
"Asia","Indonesia",2004,69,"men",21.5,128,4.5,8190,4470,5810,112001.701,1.42006306131304
"Asia","Iraq",2004,71,"men",26.5,127,4.84,1000,234,315,13289.867,2.63922137987882
"Europe","Ireland",2004,80.9,"men",27.3,136,5.52,1080,95,342,2025.362,2.04085539792851
"Asia","Israel",2004,82,"men",26.7,127,5.14,1120,138,383,3154.277,1.90902720318534
"Europe","Italy",2004,83.4,"men",26.2,131,5.28,29200,7620,10400,28126.662,0.743000646651252
"Americas","Jamaica",2004,76,"men",23.6,130,4.48,300,55.1,152,1350.68,0.478707378491285
"Asia","Japan",2004,85.5,"men",23.3,131,5.18,59100,29700,71100,62851.648,0.0724754107994782
"Asia","Jordan",2004,74,"men",27.1,125,5,218,37.9,76.7,2883.223,2.59568718670793
"Asia","Kazakhstan",2004,70.8,"men",25.6,134,4.84,3300,745,1890,7340.483,1.0613775301371
"Africa","Kenya",2004,56.2,"men",21.3,130,4.3,267,356,821,17680.39,2.75576394522751
"Oceania","Kiribati",2004,67.7,"men",28.6,128,4.53,4.17,2.86,3.13,44.585,1.88062702801517
"Asia","Kuwait",2004,74.5,"men",28.5,128,5.23,59.2,31.4,19.8,1300.689,1.96420130241222
"Europe","Latvia",2004,76.4,"men",25.9,136,5.12,975,72.8,371,1045.287,-1.21654570197324
"Asia","Lebanon",2004,78.2,"men",26.8,128,4.76,584,61.5,149,2318.372,4.55305554403061
"Africa","Lesotho",2004,46.9,"men",21.4,130,4.09,181,39.4,70.1,967.346,-0.414157750556176
"Africa","Liberia",2004,54.9,"men",21.7,132,3.83,37.1,209,68.4,1566.996,1.96373413360212
"Africa","Libya",2004,73.3,"men",26.2,134,4.67,464,79.1,86.9,2948.555,1.4622542334796
"Europe","Lithuania",2004,77.6,"men",26.4,136,5.16,1280,101,547,1573.382,-1.12537626705377
"Europe","Luxembourg",2004,81.6,"men",27,132,5.63,203,29.3,54.6,222.807,1.04854985373817
"Africa","Madagascar",2004,62,"men",21.2,133,4.23,181,266,293,8864.314,3.03567879207035
"Africa","Malawi",2004,50.3,"men",21.7,134,4.21,144,222,131,6057.272,2.46554144018097
"Asia","Malaysia",2004,75.6,"men",24.3,127,4.97,2220,852,569,12893.155,2.13085186784413
"Asia","Maldives",2004,75.1,"men",22.7,127,4.6,11.8,6.81,3.39,161.553,3.57289396076421
"Africa","Mali",2004,51.9,"men",21.4,127,3.96,130,1050,348,6151.064,3.30118675051369
"Europe","Malta",2004,80.4,"men",27.4,132,5.38,122,8.34,30.9,199.813,0.468621939752911
"Africa","Mauritania",2004,62.1,"men",22.3,132,4.16,44,161,43.4,1464.936,2.92697767195001
"Africa","Mauritius",2004,75.6,"men",24.7,134,4.92,89.4,21.5,54.6,602.431,0.559357681778727
"Americas","Mexico",2004,77.6,"men",27,126,4.91,4730,2100,3860,51134.956,1.30623441896491
"Asia","Mongolia",2004,68.5,"men",24.3,135,4.7,271,621,416,1242.912,1.03833794392342
"Europe","Montenegro",2004,76.1,"men",26.2,135,4.99,273,26.5,40.7,302.901,0.0925249734816915
"Africa","Morocco",2004,72.3,"men",25.2,127,4.57,2430,210,548,14886.096,1.05506345329115
"Africa","Mozambique",2004,52.3,"men",21.5,136,4.3,235,827,409,9558.746,3.10059634693413
"Asia","Myanmar",2004,65.3,"men",20.9,124,4.25,6400,1050,1860,23494.534,0.837601759154253
"Africa","Namibia",2004,55.3,"men",22.1,135,4.45,30.6,12.8,16.6,920.049,1.53867037778099
"Asia","Nepal",2004,66.2,"men",20.7,125,4.21,641,267,713,12625.02,1.3593206712393
"Europe","Netherlands",2004,81.3,"men",25.6,132,5.43,8080,429,2070,8074.227,0.558661513917032
"Oceania","New Zealand",2004,81.6,"men",27.3,128,5.3,1030,141,279,1998.827,1.42906074852905
"Americas","Nicaragua",2004,74.5,"men",25.4,128,4.37,98.5,94.3,165,2648.955,1.32884964364077
"Africa","Niger",2004,53,"men",21,137,3.84,168,607,267,6529.466,3.87828605583254
"Africa","Nigeria",2004,48.5,"men",22.6,131,3.75,1830,12800,1170,68308.666,2.62622344273008
"Europe","Norway",2004,82.1,"men",26.5,135,5.46,1450,101,379,2279.648,0.652354458726829
"Asia","Oman",2004,76.2,"men",25.8,130,4.97,37.4,29.4,30.4,1373.279,3.01897549576717
"Asia","Pakistan",2004,64.6,"men",22.1,126,4.5,11600,2660,3820,80814.409,2.31636499524365
"Americas","Panama",2004,78.6,"men",25.8,129,4.72,180,49.2,190,1645.867,1.85217616775902
"Oceania","Papua New Guinea",2004,65.6,"men",24.7,122,4.63,324,112,214,3231.399,2.11407872146587
"Americas","Paraguay",2004,73.2,"men",25.2,130,4.68,377,60.6,257,2908.967,1.74671251907992
"Americas","Peru",2004,74.9,"men",24.4,125,4.71,947,602,1860,13771.465,0.920565863047264
"Asia","Philippines",2004,71,"men",22.6,126,4.69,6980,2980,1240,42571.483,1.96374322423992
"Europe","Poland",2004,79.1,"men",26.3,134,5.27,16800,875,4100,18601.395,-0.165069508077737
"Europe","Portugal",2004,81.5,"men",26.4,135,5.23,2930,518,1940,5063.594,0.430712524182464
"Asia","Qatar",2004,78.3,"men",27.6,131,5.19,22.8,13.7,10.9,493.93,12.3048029612653
"Europe","Romania",2004,75.6,"men",25,133,4.91,7300,1390,2650,10525.161,-0.727587273028061
"Africa","Rwanda",2004,54.8,"men",22.2,134,4.07,79.6,137,123,4246.496,1.45978948716466
"Oceania","Samoa",2004,74.1,"men",29.7,132,4.49,4.54,3.93,5.56,92.659,0.495650853560669
"Africa","Sao Tome and Principe",2004,66.1,"men",23,136,3.95,7.08,0.94,5.59,75.996,2.27850827019097
"Asia","Saudi Arabia",2004,74.7,"men",27.4,129,4.74,462,583,243,12823.919,3.57934984324074
"Africa","Senegal",2004,61.4,"men",21.6,132,4.08,191,509,230,5285.42,2.44997843584787
"Europe","Serbia",2004,75.5,"men",26.2,137,4.9,4300,491,1060,4525.796,-0.568494390632701
"Africa","Seychelles",2004,76.9,"men",25,136,5.25,8.47,2.38,3.13,43.529,1.98922211808811
"Africa","Sierra Leone",2004,43.8,"men",22.1,133,3.8,95,288,135,2699.01,4.51309816489002
"Asia","Singapore",2004,82.4,"men",23.8,128,5.12,714,317,347,2110.244,0.869191132185511
"Europe","Slovenia",2004,80.9,"men",27.1,136,5.22,911,97.5,324,972.358,0.108307783540914
"Oceania","Solomon Islands",2004,66.9,"men",26.7,125,4.46,25.9,20.5,15.8,234.585,2.43126056144304
"Africa","Somalia",2004,53.7,"men",21.7,132,4.22,89,130,167,5069.267,3.18761488152063
"Africa","South Africa",2004,55.5,"men",25.6,132,4.44,3920,1340,1130,23315.48,1.22742949403955
"Europe","Spain",2004,83.6,"men",27.1,130,5.29,19300,3150,5840,21345.786,1.77336599687525
"Asia","Sri Lanka",2004,77.4,"men",21.7,128,4.48,800,249,475,9584.487,0.604076630295753
"Africa","Sudan",2004,61.9,"men",21.9,132,4.48,864,906,596,15154.121,2.54166508497715
"Americas","Suriname",2004,72.1,"men",25,129,4.53,31.8,14.2,15.2,249.057,1.16578048394106
"Europe","Sweden",2004,82.5,"men",26.1,132,5.26,1970,344,724,4455.064,0.501598414917439
"Europe","Switzerland",2004,83.4,"men",26,131,5.37,2440,504,625,3582.544,0.811717821829542
"Asia","Tajikistan",2004,70.3,"men",23.4,131,4.18,151,124,390,3346.676,1.92264762626977
"Asia","Thailand",2004,75.3,"men",22.7,124,4.93,9460,10600,2020,31990.802,0.613722027829891
"Asia","Timor-Leste",2004,64.6,"men",20.6,125,4.24,27.5,12.5,14.5,490.869,2.60832666166379
"Africa","Togo",2004,55,"men",21.6,132,3.88,113,263,130,2704.399,2.60764815018571
"Oceania","Tonga",2004,73.9,"men",30.4,130,5.05,13,12.9,6.38,50.423,0.316329778768102
"Americas","Trinidad and Tobago",2004,72.6,"men",25.9,130,4.59,96.6,17.6,44.9,640.465,0.440047109818891
"Africa","Tunisia",2004,76.6,"men",24.7,129,4.59,1350,94.2,270,5021.588,0.645026811814234
"Asia","Turkey",2004,75.6,"men",26.1,125,4.72,14900,1310,4230,32985.599,1.38215624081977
"Asia","Turkmenistan",2004,68.6,"men",24.7,132,4.53,179,84,220,2313.874,1.0121849854716
"Africa","Uganda",2004,53.4,"men",22.1,134,4.04,332,528,395,13216.406,3.25269594460464
"Europe","Ukraine",2004,73.3,"men",24.9,136,4.8,17400,1090,9160,21921.877,-0.844769131928669
"Asia","United Arab Emirates",2004,76.6,"men",27.5,128,5.23,75.2,52.7,37.3,2815.233,10.914327250951
"Europe","United Kingdom",2004,81,"men",27,133,5.48,24300,2190,6460,29287.102,0.624853183638388
"Americas","United States",2004,80,"men",28.1,124,5.18,117000,13200,15400,144227.349,0.908823693253573
"Americas","Uruguay",2004,79.2,"men",26.1,132,4.93,1070,63.1,463,1603.184,-0.136914454005345
"Asia","Uzbekistan",2004,71.3,"men",24.9,127,4.31,1230,493,1400,12957.09,1.26152049873121
"Oceania","Vanuatu",2004,70.9,"men",26.3,134,4.62,12.8,4.28,6.78,104.208,2.54068840651014
"Asia","Yemen",2004,62.9,"men",24.2,128,4.48,601,314,409,9849.046,2.91829314219816
"Africa","Zambia",2004,50,"men",20.4,132,4.33,128,192,265,5712.85,2.54883538585978
"Africa","Zimbabwe",2004,45.8,"men",21.9,131,4.19,331,482,318,5776.947,-0.133974173582471
"Asia","Afghanistan",2005,59.7,"men",20.6,125,4.13,1050,216,902,13239.684,3.72898948159807
"Europe","Albania",2005,78.2,"men",26.1,133,4.9,649,199,294,1551.975,-0.766704647031968
"Africa","Algeria",2005,74.1,"men",24.3,130,4.69,1070,213,555,16766.027,1.35029127431978
"Africa","Angola",2005,55.4,"men",21.8,133,4.35,302,461,287,9639.47,3.53608044121683
"Americas","Antigua and Barbuda",2005,76.9,"men",25.4,132,4.76,3.73,1.77,5.11,38.63,1.6338235681023
"Americas","Argentina",2005,78.6,"men",27.2,127,5.04,7030,978,3270,18897.365,1.0753131592039
"Asia","Armenia",2005,75.6,"men",24.8,135,4.68,923,172,326,1401.87,-0.644030966216562
"Oceania","Australia",2005,83.3,"men",27.3,129,5.21,5920,791,1620,10070.069,1.52643495340654
"Europe","Austria",2005,82.3,"men",26.2,132,5.36,2790,624,939,4012.059,0.47481918179339
"Asia","Azerbaijan",2005,71.8,"men",25.1,132,4.5,873,279,905,4206.809,1.21752867879985
"Americas","Bahamas",2005,76.8,"men",26.9,132,5.04,26.3,8.05,18.6,157.773,1.83962355492728
"Asia","Bahrain",2005,76.3,"men",27.4,131,5.07,45.3,9.01,12.4,534.14,8.3028684627254
"Asia","Bangladesh",2005,68.7,"men",20.3,126,4.28,10300,1630,3720,71221.594,1.39045021277994
"Americas","Barbados",2005,76.4,"men",26.1,130,4.73,20.1,7.3,28.5,132.646,0.360142241053188
"Europe","Belarus",2005,74.3,"men",25.7,136,5.03,3460,223,1940,4463.986,-0.692860786482094
"Europe","Belgium",2005,81.8,"men",26.5,129,5.46,5770,408,1040,5174.235,0.672651105724249
"Americas","Belize",2005,72,"men",26.7,127,4.5,15.2,6.51,9.13,142.662,2.57107113584401
"Africa","Benin",2005,58.8,"men",22.2,132,4.05,147,410,178,3955.402,3.08598425902784
"Asia","Bhutan",2005,65.1,"men",22.6,127,4.49,11.9,10.1,12.1,340.162,1.93616441065503
"Europe","Bosnia and Herzegovina",2005,77.8,"men",26.3,133,4.68,1590,221,363,1849.515,0.0321268458738935
"Africa","Botswana",2005,53.9,"men",21.7,133,4.59,122,38.9,35.1,874.87,2.02910652371917
"Americas","Brazil",2005,75.9,"men",25.4,132,4.85,14300,3840,12500,92002.092,1.109239851204
"Europe","Bulgaria",2005,76.2,"men",26.2,134,5.01,3080,486,1260,3740.652,-0.749950184628631
"Africa","Burkina Faso",2005,54,"men",21,131,3.89,122,655,254,6622.003,3.10411440036234
"Africa","Burundi",2005,54.4,"men",21.4,134,3.94,87.3,130,154,3629.307,3.3361749089443
"Asia","Cambodia",2005,65.3,"men",20.6,123,4.33,866,234,384,6442.005,1.59202239879995
"Africa","Cameroon",2005,53.8,"men",23.4,130,4.06,441,1240,438,8837.179,2.77806853252127
"Americas","Canada",2005,82.5,"men",27.3,125,5.16,11700,1110,2960,15945.444,1.11393444384984
"Africa","Central African Republic",2005,45.7,"men",20.9,133,4.08,171,124,176,1995.878,2.03019787706961
"Africa","Chad",2005,48.8,"men",21.2,131,3.89,161,504,219,5031.496,3.73998242923913
"Americas","Chile",2005,80.6,"men",26.7,133,4.99,1440,420,2290,7962.875,1.04971272142328
"Asia","China",2005,75.6,"men",22.8,127,4.44,348000,297000,298000,683485.9,0.60156768942219
"Americas","Colombia",2005,76,"men",24.6,128,4.81,2330,717,3070,20901.092,1.35856050043102
"Africa","Comoros",2005,61.8,"men",21.9,133,4.2,5.81,9.37,7.35,308.012,2.42961563786555
"Americas","Costa Rica",2005,80.5,"men",26.1,128,4.66,180,95.8,420,2148.586,1.40991186162926
"Europe","Croatia",2005,78.9,"men",26.3,136,5,2510,305,751,2108.315,-0.109966853592941
"Americas","Cuba",2005,79.9,"men",24.7,129,4.4,2870,314,601,5613.215,0.0898331133272089
"Asia","Cyprus",2005,80.7,"men",27.1,132,5.28,188,24.9,49.8,520.474,1.65348978922205
"Europe","Denmark",2005,80.2,"men",25.8,130,5.57,2330,221,427,2685.327,0.374123749027219
"Africa","Djibouti",2005,59.5,"men",23,132,4.64,10.7,14.8,13.5,393.626,2.03485960764795
"Americas","Dominican Republic",2005,74.9,"men",24.8,130,4.36,405,242,234,4575.667,1.41591441434255
"Americas","Ecuador",2005,77.2,"men",25.3,129,4.67,458,300,1110,6933.678,1.6686217352798
"Africa","Egypt",2005,71.8,"men",26.5,126,4.57,2140,5910,1130,38097.625,1.86602381722631
