Year,Continent,Sub Region,Country,GDP per Capita,GDP per Capita (Grouped),Life Expectancy,Life Expectancy (Grouped),C02 Emissions per Person (Tonnes),Child Mortality Rate (per 1000 births)
2009,Europe,Eastern Europe,Ukraine,7480,>= 5000 and <20000,69.6,>60,5.66,12.3
2010,Europe,Eastern Europe,Belarus,16200,>= 5000 and <20000,70.4,>60,6.65,5.5
2010,Europe,Eastern Europe,Bulgaria,15300,>= 5000 and <20000,73.9,>60,5.96,10.8
2010,Europe,Eastern Europe,Czech Republic,28300,>= 20000 and <40000,77.5,>60,10.6,3.4
2010,Europe,Eastern Europe,Hungary,22300,>= 20000 and <40000,74.5,>60,5.06,6
2010,Europe,Eastern Europe,Poland,21800,>= 20000 and <40000,76.3,>60,8.25,6
2010,Europe,Eastern Europe,Romania,17800,>= 5000 and <20000,73.7,>60,3.89,11.5
2010,Europe,Eastern Europe,Ukraine,7820,>= 5000 and <20000,70.4,>60,6.65,11.7
2011,Europe,Eastern Europe,Belarus,17200,>= 5000 and <20000,70.7,>60,6.77,5.1
2011,Europe,Eastern Europe,Bulgaria,15700,>= 5000 and <20000,74.3,>60,6.71,10.4
2011,Europe,Eastern Europe,Czech Republic,28800,>= 20000 and <40000,77.8,>60,10.1,3.2
2011,Europe,Eastern Europe,Hungary,22700,>= 20000 and <40000,74.9,>60,4.83,5.8
2011,Europe,Eastern Europe,Poland,22900,>= 20000 and <40000,76.5,>60,8.27,5.7
2011,Europe,Eastern Europe,Romania,18100,>= 5000 and <20000,74.5,>60,4.18,11
2011,Europe,Eastern Europe,Ukraine,8280,>= 5000 and <20000,71.1,>60,6.28,11.2
2012,Europe,Eastern Europe,Belarus,17500,>= 5000 and <20000,71.8,>60,6.67,4.8
2012,Europe,Eastern Europe,Bulgaria,15800,>= 5000 and <20000,74.7,>60,6.12,9.9
2012,Europe,Eastern Europe,Czech Republic,28500,>= 20000 and <40000,78,>60,9.54,3.2
2012,Europe,Eastern Europe,Hungary,22500,>= 20000 and <40000,75.2,>60,4.52,5.7
2012,Europe,Eastern Europe,Poland,23200,>= 20000 and <40000,76.7,>60,7.83,5.4
2012,Europe,Eastern Europe,Romania,18300,>= 5000 and <20000,74.6,>60,4.05,10.5
2012,Europe,Eastern Europe,Ukraine,8320,>= 5000 and <20000,71.1,>60,6.52,10.7
2013,Europe,Eastern Europe,Belarus,17700,>= 5000 and <20000,72.4,>60,6.73,4.5
2013,Europe,Eastern Europe,Bulgaria,16000,>= 5000 and <20000,74.9,>60,5.45,9.3
2013,Europe,Eastern Europe,Czech Republic,28400,>= 20000 and <40000,78.3,>60,9.31,3.1
2013,Europe,Eastern Europe,Hungary,23000,>= 20000 and <40000,75.5,>60,4.28,5.6
2013,Europe,Eastern Europe,Poland,23600,>= 20000 and <40000,77,>60,7.89,5.2
2013,Europe,Eastern Europe,Romania,19000,>= 5000 and <20000,74.8,>60,3.54,10
2013,Europe,Eastern Europe,Ukraine,8340,>= 5000 and <20000,71.3,>60,6.03,10.2
2014,Europe,Eastern Europe,Belarus,17900,>= 5000 and <20000,73,>60,6.69,4.2
2014,Europe,Eastern Europe,Bulgaria,16300,>= 5000 and <20000,75,>60,5.87,8.8
2014,Europe,Eastern Europe,Czech Republic,29100,>= 20000 and <40000,78.6,>60,9.1,3.1
2014,Europe,Eastern Europe,Hungary,24000,>= 20000 and <40000,75.6,>60,4.29,5.5
2014,Europe,Eastern Europe,Poland,24300,>= 20000 and <40000,77.5,>60,7.46,5
2014,Europe,Eastern Europe,Romania,19700,>= 5000 and <20000,74.8,>60,3.5,9.5
2014,Europe,Eastern Europe,Ukraine,8240,>= 5000 and <20000,71.7,>60,5.06,9.8
1966,Europe,Northern Europe,Denmark,19500,>= 5000 and <20000,72.5,>60,10.5,20.1
1966,Europe,Northern Europe,Estonia,8840,>= 5000 and <20000,70.5,>60,,28.8
1966,Europe,Northern Europe,Finland,13400,>= 5000 and <20000,69.3,>60,6.44,19.3
1966,Europe,Northern Europe,Iceland,15300,>= 5000 and <20000,73.3,>60,7.67,18.5
1966,Europe,Northern Europe,Ireland,9320,>= 5000 and <20000,70.5,>60,5.26,27.1
1966,Europe,Northern Europe,Latvia,6730,>= 5000 and <20000,71,>60,,26.6
1966,Europe,Northern Europe,Lithuania,11000,>= 5000 and <20000,71.9,>60,4.42,29.9
1966,Europe,Northern Europe,Norway,19400,>= 5000 and <20000,74,>60,5.21,19
1966,Europe,Northern Europe,Sweden,19200,>= 5000 and <20000,74,>60,9.3,15.5
1967,Europe,Northern Europe,Denmark,20000,>= 20000 and <40000,72.9,>60,10.2,19
1967,Europe,Northern Europe,Estonia,9150,>= 5000 and <20000,70.8,>60,,27.8
1967,Europe,Northern Europe,Finland,13600,>= 5000 and <20000,69.5,>60,6.24,18.4
1967,Europe,Northern Europe,Iceland,14900,>= 5000 and <20000,73.9,>60,7.32,17.8
1967,Europe,Northern Europe,Ireland,9830,>= 5000 and <20000,71.5,>60,5.69,25.5
1967,Europe,Northern Europe,Latvia,6950,>= 5000 and <20000,70.7,>60,,27.4
1967,Europe,Northern Europe,Lithuania,11400,>= 5000 and <20000,71.9,>60,4.57,27.8
1967,Europe,Northern Europe,Norway,20500,>= 20000 and <40000,74,>60,5.11,18.2
1967,Europe,Northern Europe,Sweden,19700,>= 5000 and <20000,74,>60,8.76,14.9
1968,Europe,Northern Europe,Denmark,20700,>= 20000 and <40000,73.1,>60,11,18.1
1968,Europe,Northern Europe,Estonia,9600,>= 5000 and <20000,70.4,>60,,28
1968,Europe,Northern Europe,Finland,13800,>= 5000 and <20000,69.5,>60,7.25,17.6
1968,Europe,Northern Europe,Iceland,13900,>= 5000 and <20000,74.1,>60,7.99,17.1
1968,Europe,Northern Europe,Ireland,10600,>= 5000 and <20000,71.2,>60,6.14,24
1968,Europe,Northern Europe,Latvia,7290,>= 5000 and <20000,70.3,>60,,28.6
1968,Europe,Northern Europe,Lithuania,12000,>= 5000 and <20000,71.6,>60,4.65,26.4
1968,Europe,Northern Europe,Norway,20900,>= 20000 and <40000,73.9,>60,5.54,17.5
1968,Europe,Northern Europe,Sweden,20400,>= 20000 and <40000,73.9,>60,9.78,14.4
1969,Europe,Northern Europe,Denmark,21900,>= 20000 and <40000,73.2,>60,12.1,17.4
1969,Europe,Northern Europe,Estonia,9660,>= 5000 and <20000,70.1,>60,,25.9
1969,Europe,Northern Europe,Finland,15200,>= 5000 and <20000,69.4,>60,8.24,16.8
1969,Europe,Northern Europe,Iceland,14100,>= 5000 and <20000,73.8,>60,6.26,16.5
1969,Europe,Northern Europe,Ireland,11200,>= 5000 and <20000,71.1,>60,6.34,23
1969,Europe,Northern Europe,Latvia,7320,>= 5000 and <20000,70.1,>60,,26.9
1969,Europe,Northern Europe,Lithuania,12000,>= 5000 and <20000,71.2,>60,4.79,24.7
1969,Europe,Northern Europe,Norway,21700,>= 20000 and <40000,73.6,>60,5.78,16.9
1969,Europe,Northern Europe,Sweden,21200,>= 20000 and <40000,74,>60,10.8,13.9
1970,Europe,Northern Europe,Denmark,22200,>= 20000 and <40000,73.3,>60,12.6,16.6
1970,Europe,Northern Europe,Estonia,10300,>= 5000 and <20000,70.2,>60,,27.2
1970,Europe,Northern Europe,Finland,16400,>= 5000 and <20000,70,>60,8.76,16.1
1970,Europe,Northern Europe,Iceland,15100,>= 5000 and <20000,73.9,>60,6.8,15.9
1970,Europe,Northern Europe,Ireland,11400,>= 5000 and <20000,71.2,>60,6.58,22.2
1970,Europe,Northern Europe,Latvia,7820,>= 5000 and <20000,70.1,>60,,27.1
1970,Europe,Northern Europe,Lithuania,12800,>= 5000 and <20000,71.1,>60,4.98,23
1970,Europe,Northern Europe,Norway,22000,>= 20000 and <40000,74,>60,7.23,16.2
1970,Europe,Northern Europe,Sweden,22100,>= 20000 and <40000,74.5,>60,11.5,13.4
1971,Europe,Northern Europe,Denmark,22700,>= 20000 and <40000,73.5,>60,11.5,15.8
1971,Europe,Northern Europe,Estonia,10500,>= 5000 and <20000,70.3,>60,,26.3
1971,Europe,Northern Europe,Finland,16700,>= 5000 and <20000,70.3,>60,8.77,15.4
1971,Europe,Northern Europe,Iceland,16900,>= 5000 and <20000,74,>60,7.12,15.3
1971,Europe,Northern Europe,Ireland,11700,>= 5000 and <20000,71.3,>60,7.53,21.8
1971,Europe,Northern Europe,Latvia,7950,>= 5000 and <20000,70.2,>60,,23.8
1971,Europe,Northern Europe,Lithuania,13000,>= 5000 and <20000,71.8,>60,5.23,21.6
1971,Europe,Northern Europe,Norway,23100,>= 20000 and <40000,74.2,>60,6.96,15.6
1971,Europe,Northern Europe,Sweden,22300,>= 20000 and <40000,74.7,>60,10.4,12.9
1972,Europe,Northern Europe,Denmark,23800,>= 20000 and <40000,73.6,>60,12,14.9
1972,Europe,Northern Europe,Estonia,10500,>= 5000 and <20000,69.9,>60,,24.1
1972,Europe,Northern Europe,Finland,17900,>= 5000 and <20000,70.8,>60,9.49,14.6
1972,Europe,Northern Europe,Iceland,17600,>= 5000 and <20000,74.2,>60,7.07,14.7
1972,Europe,Northern Europe,Ireland,12300,>= 5000 and <20000,71.3,>60,7.28,21.4
1972,Europe,Northern Europe,Latvia,7920,>= 5000 and <20000,69.9,>60,,23.4
1972,Europe,Northern Europe,Lithuania,13000,>= 5000 and <20000,71.4,>60,5.45,21
1972,Europe,Northern Europe,Norway,24100,>= 20000 and <40000,74.4,>60,7.48,15
1972,Europe,Northern Europe,Sweden,22300,>= 20000 and <40000,74.8,>60,10.4,12.3
1973,Europe,Northern Europe,Denmark,24600,>= 20000 and <40000,73.8,>60,11.8,13.9
1973,Europe,Northern Europe,Estonia,11300,>= 5000 and <20000,70.4,>60,,24.3
1973,Europe,Northern Europe,Finland,19000,>= 5000 and <20000,71.2,>60,10.6,13.8
1973,Europe,Northern Europe,Iceland,18600,>= 5000 and <20000,74.5,>60,8.24,14.1
1973,Europe,Northern Europe,Ireland,12700,>= 5000 and <20000,71.3,>60,7.42,21.1
1973,Europe,Northern Europe,Latvia,8500,>= 5000 and <20000,69.8,>60,,23.3
1973,Europe,Northern Europe,Lithuania,13900,>= 5000 and <20000,71.5,>60,5.62,21.3
1973,Europe,Northern Europe,Norway,25100,>= 20000 and <40000,74.5,>60,7.71,14.3
1973,Europe,Northern Europe,Sweden,23300,>= 20000 and <40000,74.9,>60,10.7,11.6
1974,Europe,Northern Europe,Denmark,24300,>= 20000 and <40000,74,>60,10.9,13.1
1974,Europe,Northern Europe,Estonia,11600,>= 5000 and <20000,70.4,>60,,26.7
1974,Europe,Northern Europe,Finland,19400,>= 5000 and <20000,71.4,>60,9.93,13.1
1974,Europe,Northern Europe,Iceland,19400,>= 5000 and <20000,74.7,>60,8.08,13.6
1974,Europe,Northern Europe,Ireland,13000,>= 5000 and <20000,71.4,>60,7.44,20.6
1974,Europe,Northern Europe,Latvia,8850,>= 5000 and <20000,69.6,>60,,27.1
1974,Europe,Northern Europe,Lithuania,14200,>= 5000 and <20000,71.1,>60,5.78,22.1
1974,Europe,Northern Europe,Norway,26000,>= 20000 and <40000,74.7,>60,6.95,13.6
1974,Europe,Northern Europe,Sweden,25100,>= 20000 and <40000,75,>60,9.77,10.9
1975,Europe,Northern Europe,Denmark,24100,>= 20000 and <40000,74.1,>60,11,12.3
1975,Europe,Northern Europe,Estonia,11600,>= 5000 and <20000,69.9,>60,,26.2
1975,Europe,Northern Europe,Finland,19600,>= 5000 and <20000,71.7,>60,9.77,12.2
1975,Europe,Northern Europe,Iceland,19300,>= 5000 and <20000,75.2,>60,7.42,12.9
1975,Europe,Northern Europe,Ireland,13500,>= 5000 and <20000,71.7,>60,6.93,20
1975,Europe,Northern Europe,Latvia,9380,>= 5000 and <20000,69.1,>60,,29.4
1975,Europe,Northern Europe,Lithuania,14100,>= 5000 and <20000,71.1,>60,6.02,22.7
1975,Europe,Northern Europe,Norway,27300,>= 20000 and <40000,74.8,>60,7.4,12.9
1975,Europe,Northern Europe,Sweden,25400,>= 20000 and <40000,75.1,>60,9.86,10.3
1976,Europe,Northern Europe,Denmark,25700,>= 20000 and <40000,74.2,>60,11.8,11.6
1976,Europe,Northern Europe,Estonia,12100,>= 5000 and <20000,69.6,>60,,26.4
1976,Europe,Northern Europe,Finland,19400,>= 5000 and <20000,72,>60,10.8,11.4
1976,Europe,Northern Europe,Iceland,20200,>= 20000 and <40000,75.7,>60,7.74,12.3
1976,Europe,Northern Europe,Ireland,13500,>= 5000 and <20000,72,>60,6.89,19.1
1976,Europe,Northern Europe,Latvia,9780,>= 5000 and <20000,69.2,>60,,29.1
1976,Europe,Northern Europe,Lithuania,14600,>= 5000 and <20000,71.2,>60,6.2,22.8
1976,Europe,Northern Europe,Norway,28900,>= 20000 and <40000,75,>60,7.28,12.2
1976,Europe,Northern Europe,Sweden,25400,>= 20000 and <40000,75.2,>60,10.7,9.8
1977,Europe,Northern Europe,Denmark,26100,>= 20000 and <40000,74.4,>60,12.1,11.1
1977,Europe,Northern Europe,Estonia,12300,>= 5000 and <20000,69.6,>60,,27.2
1977,Europe,Northern Europe,Finland,19400,>= 5000 and <20000,72.4,>60,10.6,10.6
1977,Europe,Northern Europe,Iceland,21900,>= 20000 and <40000,76,>60,8.58,11.6
1977,Europe,Northern Europe,Ireland,14400,>= 5000 and <20000,72.1,>60,7.16,18.1
1977,Europe,Northern Europe,Latvia,9970,>= 5000 and <20000,69.2,>60,,26
1977,Europe,Northern Europe,Lithuania,14800,>= 5000 and <20000,70.9,>60,6.36,22.4
1977,Europe,Northern Europe,Norway,30100,>= 20000 and <40000,75.3,>60,7.68,11.5
1977,Europe,Northern Europe,Sweden,24600,>= 20000 and <40000,75.4,>60,10.4,9.4
1978,Europe,Northern Europe,Denmark,26500,>= 20000 and <40000,74.4,>60,12,10.6
1978,Europe,Northern Europe,Estonia,12600,>= 5000 and <20000,69.4,>60,,25.5
1978,Europe,Northern Europe,Finland,19800,>= 5000 and <20000,72.9,>60,10.9,9.9
1978,Europe,Northern Europe,Iceland,23000,>= 20000 and <40000,76.3,>60,8.59,11
1978,Europe,Northern Europe,Ireland,15300,>= 5000 and <20000,72.2,>60,7.05,16.9
1978,Europe,Northern Europe,Latvia,10200,>= 5000 and <20000,69,>60,,26.9
1978,Europe,Northern Europe,Lithuania,15000,>= 5000 and <20000,70.7,>60,6.53,21.7
1978,Europe,Northern Europe,Norway,31100,>= 20000 and <40000,75.5,>60,8.57,10.9
1978,Europe,Northern Europe,Sweden,24800,>= 20000 and <40000,75.5,>60,9.61,9
1979,Europe,Northern Europe,Denmark,27400,>= 20000 and <40000,74.4,>60,12.3,10.2
1979,Europe,Northern Europe,Estonia,12500,>= 5000 and <20000,69.1,>60,,27.7
1979,Europe,Northern Europe,Finland,21100,>= 20000 and <40000,73.3,>60,11.4,9.2
1979,Europe,Northern Europe,Iceland,23800,>= 20000 and <40000,76.5,>60,8.79,10.3
1979,Europe,Northern Europe,Ireland,15500,>= 5000 and <20000,72.3,>60,8.08,15.5
1979,Europe,Northern Europe,Latvia,10700,>= 5000 and <20000,68.8,>60,,20.7
1979,Europe,Northern Europe,Lithuania,14800,>= 5000 and <20000,70.7,>60,6.53,21.1
1979,Europe,Northern Europe,Norway,32400,>= 20000 and <40000,75.5,>60,8.41,10.4
1979,Europe,Northern Europe,Sweden,25900,>= 20000 and <40000,75.6,>60,10.2,8.7
1980,Europe,Northern Europe,Denmark,27300,>= 20000 and <40000,74.4,>60,11.8,10
1980,Europe,Northern Europe,Estonia,12500,>= 5000 and <20000,69.3,>60,,22.5
1980,Europe,Northern Europe,Finland,22200,>= 20000 and <40000,73.5,>60,12.2,8.7
1980,Europe,Northern Europe,Iceland,24900,>= 20000 and <40000,76.7,>60,8.18,9.7
1980,Europe,Northern Europe,Ireland,15900,>= 5000 and <20000,72.7,>60,7.64,14.3
1980,Europe,Northern Europe,Latvia,11000,>= 5000 and <20000,68.9,>60,,20.7
1980,Europe,Northern Europe,Lithuania,14700,>= 5000 and <20000,70.7,>60,6.74,20.4
1980,Europe,Northern Europe,Norway,34000,>= 20000 and <40000,75.8,>60,9.31,10.1
1980,Europe,Northern Europe,Sweden,26000,>= 20000 and <40000,75.9,>60,8.63,8.4
1981,Europe,Northern Europe,Denmark,27100,>= 20000 and <40000,74.5,>60,10.1,9.7
1981,Europe,Northern Europe,Estonia,12600,>= 5000 and <20000,69,>60,,21.7
1981,Europe,Northern Europe,Finland,22500,>= 20000 and <40000,73.9,>60,10.7,8.2
1981,Europe,Northern Europe,Iceland,25700,>= 20000 and <40000,76.9,>60,7.6,9.2
1981,Europe,Northern Europe,Ireland,16200,>= 5000 and <20000,73,>60,7.5,13.2
1981,Europe,Northern Europe,Latvia,11400,>= 5000 and <20000,68.8,>60,,20.6
1981,Europe,Northern Europe,Lithuania,14700,>= 5000 and <20000,70.5,>60,6.57,19.8
1981,Europe,Northern Europe,Norway,34300,>= 20000 and <40000,75.9,>60,9.84,9.9
1981,Europe,Northern Europe,Sweden,25900,>= 20000 and <40000,76.2,>60,8.34,8.2
1982,Europe,Northern Europe,Denmark,28000,>= 20000 and <40000,74.6,>60,10.5,9.6
1982,Europe,Northern Europe,Estonia,12900,>= 5000 and <20000,69.5,>60,,20.9
1982,Europe,Northern Europe,Finland,23100,>= 20000 and <40000,74.2,>60,8.91,7.9
1982,Europe,Northern Europe,Iceland,25800,>= 20000 and <40000,77,>60,6.85,8.7
1982,Europe,Northern Europe,Ireland,16400,>= 5000 and <20000,73.2,>60,7.29,12.4
1982,Europe,Northern Europe,Latvia,11600,>= 5000 and <20000,69.3,>60,,20.3
1982,Europe,Northern Europe,Lithuania,15000,>= 5000 and <20000,70.7,>60,6.64,19.3
1982,Europe,Northern Europe,Norway,34400,>= 20000 and <40000,76,>60,9.98,9.9
1982,Europe,Northern Europe,Sweden,26500,>= 20000 and <40000,76.4,>60,7.48,8
1983,Europe,Northern Europe,Denmark,28800,>= 20000 and <40000,74.6,>60,9.8,9.5
1983,Europe,Northern Europe,Estonia,13300,>= 5000 and <20000,69.5,>60,,20.1
1983,Europe,Northern Europe,Finland,23600,>= 20000 and <40000,74.4,>60,8.55,7.6
1983,Europe,Northern Europe,Iceland,24900,>= 20000 and <40000,77,>60,6.56,8.3
1983,Europe,Northern Europe,Ireland,16300,>= 5000 and <20000,73.3,>60,7.28,11.7
1983,Europe,Northern Europe,Latvia,12200,>= 5000 and <20000,69.2,>60,,19.6
1983,Europe,Northern Europe,Lithuania,15300,>= 5000 and <20000,70.8,>60,6.69,18.8
1983,Europe,Northern Europe,Norway,35600,>= 20000 and <40000,76.1,>60,9.09,10
1983,Europe,Northern Europe,Sweden,26800,>= 20000 and <40000,76.7,>60,7,7.8
1984,Europe,Northern Europe,Denmark,30100,>= 20000 and <40000,74.7,>60,9.94,9.6
1984,Europe,Northern Europe,Estonia,13400,>= 5000 and <20000,69.5,>60,,19.5
1984,Europe,Northern Europe,Finland,24200,>= 20000 and <40000,74.5,>60,8.64,7.4
1984,Europe,Northern Europe,Iceland,25700,>= 20000 and <40000,77.3,>60,7.6,7.9
1984,Europe,Northern Europe,Ireland,16900,>= 5000 and <20000,73.6,>60,7.19,11.1
1984,Europe,Northern Europe,Latvia,12800,>= 5000 and <20000,69.2,>60,,18.6
1984,Europe,Northern Europe,Lithuania,15400,>= 5000 and <20000,70.5,>60,6.7,18.2
1984,Europe,Northern Europe,Norway,37700,>= 20000 and <40000,76.2,>60,9.78,10.1
1984,Europe,Northern Europe,Sweden,27900,>= 20000 and <40000,76.9,>60,6.87,7.7
1985,Europe,Northern Europe,Denmark,31500,>= 20000 and <40000,74.7,>60,11.7,9.6
1985,Europe,Northern Europe,Estonia,13500,>= 5000 and <20000,69.5,>60,,19
1985,Europe,Northern Europe,Finland,24900,>= 20000 and <40000,74.5,>60,10.1,7.3
1985,Europe,Northern Europe,Iceland,26400,>= 20000 and <40000,77.4,>60,6.74,7.6
1985,Europe,Northern Europe,Ireland,17400,>= 5000 and <20000,73.8,>60,7.5,10.7
1985,Europe,Northern Europe,Latvia,12700,>= 5000 and <20000,69.5,>60,,17.4
1985,Europe,Northern Europe,Lithuania,15400,>= 5000 and <20000,70.7,>60,7.16,17.4
1985,Europe,Northern Europe,Norway,39600,>= 20000 and <40000,76.2,>60,9.8,10.2
1985,Europe,Northern Europe,Sweden,28200,>= 20000 and <40000,76.9,>60,7.47,7.6
1986,Europe,Northern Europe,Denmark,32700,>= 20000 and <40000,74.8,>60,11.5,9.7
1986,Europe,Northern Europe,Estonia,14100,>= 5000 and <20000,70.8,>60,,18.6
1986,Europe,Northern Europe,Finland,25400,>= 20000 and <40000,74.6,>60,10.8,7.3
1986,Europe,Northern Europe,Iceland,27800,>= 20000 and <40000,77.4,>60,7.31,7.3
1986,Europe,Northern Europe,Ireland,17300,>= 5000 and <20000,74.1,>60,7.99,10.4
1986,Europe,Northern Europe,Latvia,13200,>= 5000 and <20000,70.7,>60,,16.3
1986,Europe,Northern Europe,Lithuania,15800,>= 5000 and <20000,72.3,>60,7.12,16.3
1986,Europe,Northern Europe,Norway,41000,>= 40000 and < 60000,76.2,>60,11.3,10.2
1986,Europe,Northern Europe,Sweden,29200,>= 20000 and <40000,77,>60,7.4,7.5
1987,Europe,Northern Europe,Denmark,32800,>= 20000 and <40000,75,>60,11.4,9.7
1987,Europe,Northern Europe,Estonia,14200,>= 5000 and <20000,70.9,>60,,18.3
1987,Europe,Northern Europe,Finland,26400,>= 20000 and <40000,74.7,>60,11.7,7.2
1987,Europe,Northern Europe,Iceland,29800,>= 20000 and <40000,77.5,>60,7.5,7
1987,Europe,Northern Europe,Ireland,18100,>= 5000 and <20000,74.4,>60,8.45,10.2
1987,Europe,Northern Europe,Latvia,13400,>= 5000 and <20000,70.7,>60,,15.6
1987,Europe,Northern Europe,Lithuania,15900,>= 5000 and <20000,72,>60,7.35,15.2
1987,Europe,Northern Europe,Norway,41800,>= 40000 and < 60000,76.3,>60,9.72,10.1
1987,Europe,Northern Europe,Sweden,29900,>= 20000 and <40000,77.1,>60,7.09,7.4
1988,Europe,Northern Europe,Denmark,33200,>= 20000 and <40000,75,>60,10.8,9.6
1988,Europe,Northern Europe,Estonia,14500,>= 5000 and <20000,70.9,>60,,18.1
1988,Europe,Northern Europe,Finland,27600,>= 20000 and <40000,74.7,>60,10.5,7.1
1988,Europe,Northern Europe,Iceland,29200,>= 20000 and <40000,77.7,>60,7.4,6.8
1988,Europe,Northern Europe,Ireland,19100,>= 5000 and <20000,74.5,>60,8.36,9.9
1988,Europe,Northern Europe,Latvia,14000,>= 5000 and <20000,70.8,>60,,15.4
1988,Europe,Northern Europe,Lithuania,16100,>= 5000 and <20000,72.1,>60,7.49,14.4
1988,Europe,Northern Europe,Norway,41700,>= 40000 and < 60000,76.4,>60,10.1,9.8
1988,Europe,Northern Europe,Sweden,30600,>= 20000 and <40000,77.2,>60,6.79,7.3
1989,Europe,Northern Europe,Denmark,33400,>= 20000 and <40000,75.1,>60,9.51,9.4
1989,Europe,Northern Europe,Estonia,14800,>= 5000 and <20000,70.3,>60,,17.8
1989,Europe,Northern Europe,Finland,29000,>= 20000 and <40000,74.8,>60,10.6,6.9
1989,Europe,Northern Europe,Iceland,29100,>= 20000 and <40000,77.9,>60,7.54,6.6
1989,Europe,Northern Europe,Ireland,20300,>= 20000 and <40000,74.7,>60,8.41,9.6
1989,Europe,Northern Europe,Latvia,14800,>= 5000 and <20000,70,>60,,15.8
1989,Europe,Northern Europe,Lithuania,16300,>= 5000 and <20000,71.5,>60,7.29,14.2
1989,Europe,Northern Europe,Norway,42000,>= 40000 and < 60000,76.7,>60,11.7,9.3
1989,Europe,Northern Europe,Sweden,31200,>= 20000 and <40000,77.5,>60,6.52,7.2
1990,Europe,Northern Europe,Denmark,33800,>= 20000 and <40000,75.2,>60,9.77,9
1990,Europe,Northern Europe,Estonia,14400,>= 5000 and <20000,70,>60,,17.7
1990,Europe,Northern Europe,Finland,28900,>= 20000 and <40000,75,>60,10.4,6.7
1990,Europe,Northern Europe,Iceland,29100,>= 20000 and <40000,78,>60,7.84,6.4
1990,Europe,Northern Europe,Ireland,22100,>= 20000 and <40000,74.9,>60,8.75,9.2
1990,Europe,Northern Europe,Latvia,13700,>= 5000 and <20000,69.5,>60,,16.9
1990,Europe,Northern Europe,Lithuania,15800,>= 5000 and <20000,71.4,>60,6.81,14.9
1990,Europe,Northern Europe,Norway,42800,>= 40000 and < 60000,76.8,>60,7.42,8.7
1990,Europe,Northern Europe,Sweden,30900,>= 20000 and <40000,77.6,>60,6.06,7
1991,Europe,Northern Europe,Denmark,34200,>= 20000 and <40000,75.3,>60,11.7,8.4
1991,Europe,Northern Europe,Estonia,13000,>= 5000 and <20000,69.6,>60,,17.6
1991,Europe,Northern Europe,Finland,27000,>= 20000 and <40000,75.3,>60,10.7,6.4
1991,Europe,Northern Europe,Iceland,28700,>= 20000 and <40000,78.2,>60,6.86,6.2
1991,Europe,Northern Europe,Ireland,22400,>= 20000 and <40000,75.2,>60,8.78,8.6
1991,Europe,Northern Europe,Latvia,12000,>= 5000 and <20000,69,>60,,18.3
1991,Europe,Northern Europe,Lithuania,14800,>= 5000 and <20000,70.5,>60,6.56,16.5
1991,Europe,Northern Europe,Norway,43900,>= 40000 and < 60000,77.1,>60,7.51,7.9
1991,Europe,Northern Europe,Sweden,30400,>= 20000 and <40000,77.8,>60,5.97,6.6
1992,Europe,Northern Europe,Denmark,34700,>= 20000 and <40000,75.4,>60,10.5,7.9
1992,Europe,Northern Europe,Estonia,11400,>= 5000 and <20000,69.3,>60,15.7,17.4
1992,Europe,Northern Europe,Finland,26000,>= 20000 and <40000,75.6,>60,9.41,6.1
1992,Europe,Northern Europe,Iceland,27400,>= 20000 and <40000,78.5,>60,6.99,6
1992,Europe,Northern Europe,Ireland,23000,>= 20000 and <40000,75.3,>60,8.65,8.1
1992,Europe,Northern Europe,Latvia,8220,>= 5000 and <20000,68.4,>60,5.4,19.4
1992,Europe,Northern Europe,Lithuania,11700,>= 5000 and <20000,70.3,>60,6.01,18.1
1992,Europe,Northern Europe,Norway,45300,>= 40000 and < 60000,77.3,>60,7.46,7.2
1992,Europe,Northern Europe,Sweden,29800,>= 20000 and <40000,78.1,>60,5.87,6.2
1993,Europe,Northern Europe,Denmark,34600,>= 20000 and <40000,75.4,>60,11,7.4
