Name,Platform,Release Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Secret Files 2: Puritas Cordis,PC,2009,Adventure,Other,0,0.03,0,0.01,0.04
World in Conflict: Complete Edition,PC,2009,Strategy,Ubisoft,0,0.03,0,0.01,0.04
CSI: Fatal Conspiracy,PC,2010,Adventure,Ubisoft,0,0.03,0,0.01,0.04
All Points Bulletin,PC,2010,Role-Playing,Electronic Arts,0,0.03,0,0.01,0.04
Winter Sports 3: The Great Tournament,PS3,2010,Sports,Other,0,0.03,0,0.01,0.04
Alpha Protocol,PC,2010,Role-Playing,Sega,0,0.03,0,0.01,0.04
Sins of a Solar Empire: Trinity,PC,2010,Strategy,Other,0,0.03,0,0.01,0.04
Game no Kanzume Vol 1,SCD,1994,Misc,Sega,0,0,0.04,0,0.04
Super Bust-A-Move,GBA,2001,Puzzle,Ubisoft,0.03,0.01,0,0,0.04
American Bass Challenge,GBA,2001,Sports,Other,0.03,0.01,0,0,0.04
ESPN Great Outdoor Games Bass 2002,GBA,2001,Sports,Other,0.03,0.01,0,0,0.04
Virtua Striker 2002,GC,2002,Sports,Sega,0.01,0,0.03,0,0.04
Pinball Tycoon,GBA,2002,Misc,Other,0.03,0.01,0,0,0.04
ZooCube,GBA,2002,Puzzle,Other,0.03,0.01,0,0,0.04
Reign of Fire,GBA,2002,Shooter,Other,0.03,0.01,0,0,0.04
Punch King,GBA,2002,Fighting,Other,0.03,0.01,0,0,0.04
V-Rally 3,GBA,2002,Racing,Atari,0.03,0.01,0,0,0.04
NightCaster II: Equinox,XB,2002,Action,Other,0.03,0.01,0,0,0.04
Mike Tyson Heavyweight Boxing,XB,2002,Sports,Other,0.03,0.01,0,0,0.04
Rock 'N Roll Racing,GBA,2003,Racing,Activision,0.03,0.01,0,0,0.04
Double Dragon Advance,GBA,2003,Action,Other,0.03,0.01,0,0,0.04
Yager,XB,2003,Shooter,THQ,0.03,0.01,0,0,0.04
Futurama,XB,2003,Platform,Other,0.03,0.01,0,0,0.04
Activision Anthology,GBA,2003,Misc,Activision,0.03,0.01,0,0,0.04
Around the World in 80 Days,GBA,2004,Action,Other,0.03,0.01,0,0,0.04
Cartoon Network Block Party,GBA,2004,Misc,Other,0.03,0.01,0,0,0.04
Cocoto Kart Racer,DS,2004,Racing,Other,0.04,0,0,0,0.04
Intellivision Lives!,XB,2004,Misc,Other,0.03,0.01,0,0,0.04
Wrath Unleashed,XB,2004,Strategy,Other,0.03,0.01,0,0,0.04
Trigger Man,XB,2004,Shooter,Other,0.03,0.01,0,0,0.04
Bad Boys: Miami Takedown,GC,2004,Shooter,Other,0.03,0.01,0,0,0.04
Bubble Bobble Revolution,DS,2005,Puzzle,Atari,0.04,0,0,0,0.04
The Berenstain Bears and the Spooky Old Tree,GBA,2005,Platform,Namco Bandai,0.03,0.01,0,0,0.04
The Bible Game,XB,2005,Misc,Other,0.03,0.01,0,0,0.04
Tenchu: Dark Secret,DS,2006,Action,Other,0.03,0,0.01,0,0.04
PQ2: Practical Intelligence Quotient,PSP,2006,Puzzle,Other,0.04,0,0,0,0.04
OutRun 2006: Coast 2 Coast,PS2,2006,Racing,Sega,0.02,0.01,0.01,0,0.04
Cartoon Network Racing,DS,2006,Action,Other,0.04,0,0,0,0.04
MTX Mototrax,PSP,2006,Racing,Activision,0.04,0,0,0,0.04
The Grim Adventures of Billy & Mandy,Wii,2006,Action,Other,0.04,0,0,0,0.04
Barnyard,GBA,2006,Action,THQ,0.03,0.01,0,0,0.04
Dynasty Warriors Vol. 2,PSP,2006,Action,Other,0.04,0,0,0,0.04
Snoopy vs the Red Baron,PSP,2006,Adventure,Namco Bandai,0.04,0,0,0,0.04
World Series of Poker: Tournament of Champions 2007 Edition,Wii,2006,Misc,Activision,0.04,0,0,0,0.04
GunPey DS,DS,2006,Puzzle,Atari,0.04,0,0,0,0.04
Cabela's African Safari,PSP,2006,Sports,Activision,0.04,0,0,0,0.04
Ys: The Ark of Napishtim,PSP,2006,Role-Playing,Other,0.04,0,0,0,0.04
World Championship Poker: Featuring Howard Lederer - All In,X360,2006,Misc,Other,0.04,0,0,0,0.04
Full Spectrum Warrior: Ten Hammers,XB,2006,Strategy,THQ,0.03,0.01,0,0,0.04
B-Boy,PSP,2006,Misc,Sony Computer Entertainment,0.04,0,0,0,0.04
Ford Bold Moves Street Racing,PSP,2006,Racing,Other,0.04,0,0,0,0.04
March of the Penguins,DS,2006,Adventure,Other,0.04,0,0,0,0.04
Code Lyoko,DS,2007,Action,Other,0.03,0.01,0,0,0.04
Sea Monsters: A Prehistoric Adventure,Wii,2007,Adventure,Other,0.04,0,0,0,0.04
Nicktoons: Attack of the Toybots,DS,2007,Platform,THQ,0.04,0,0,0,0.04
Boing! Docomodake DS,DS,2007,Puzzle,Other,0.04,0,0,0,0.04
Billy the Wizard: Rocket Broomstick Racing,Wii,2007,Racing,Other,0.04,0,0,0,0.04
Pool Party,Wii,2007,Sports,Other,0.04,0,0,0,0.04
MiniCopter: Adventure Flight,Wii,2007,Simulation,Other,0.04,0,0,0,0.04
TMNT,DS,2007,Action,Ubisoft,0.03,0.01,0,0,0.04
Arctic Tale,Wii,2007,Adventure,Other,0.04,0,0,0,0.04
Balloon Pop,Wii,2007,Puzzle,Other,0.04,0,0,0,0.04
Crazy Chicken: Atlantis Quest,DS,2007,Platform,Other,0.04,0,0,0,0.04
Counter Force,Wii,2007,Shooter,Other,0.04,0,0,0,0.04
Cabela's Trophy Bucks,X360,2007,Sports,Activision,0.04,0,0,0,0.04
Fantastic Four: Rise of the Silver Surfer,DS,2007,Action,Take-Two Interactive,0.04,0,0,0,0.04
Thrillville: Off the Rails,DS,2007,Strategy,Other,0.03,0.01,0,0,0.04
Nanostray 2,DS,2008,Shooter,Other,0.03,0.01,0,0,0.04
Assassin's Creed: Altair's Chronicles,DS,2008,Platform,Ubisoft,0.03,0.01,0,0,0.04
Monster Band,DS,2008,Misc,Other,0.04,0,0,0,0.04
Secret Service,X360,2008,Action,Activision,0.04,0,0,0,0.04
Deadliest Catch: Alaskan Storm,X360,2008,Sports,Other,0.04,0,0,0,0.04
Cesar Millan's Dog Whisperer,DS,2008,Simulation,Ubisoft,0.04,0,0,0,0.04
M&M's Adventure,DS,2008,Adventure,Other,0.04,0,0,0,0.04
Color Cross,DS,2008,Misc,Other,0.04,0,0,0,0.04
The Dark Spire,DS,2008,Role-Playing,Other,0.04,0,0,0,0.04
Wonder World Amusement Park,Wii,2008,Misc,Other,0.04,0,0,0,0.04
Shaun the Sheep,DS,2008,Adventure,Other,0.04,0,0,0,0.04
Rapala Fishing Frenzy 2009,X360,2008,Sports,Activision,0.04,0,0,0,0.04
Professor Heinz Wolff's Gravity,DS,2008,Puzzle,Other,0.04,0,0,0,0.04
Lux-Pain,DS,2008,Adventure,Other,0.04,0,0,0,0.04
Looney Tunes: Cartoon Conductor,DS,2008,Misc,Other,0.04,0,0,0,0.04
Kart Racer,Wii,2009,Racing,Other,0.03,0.01,0,0,0.04
Hotel for Dogs,Wii,2009,Simulation,Other,0.04,0,0,0,0.04
Jewel Quest Mysteries,DS,2009,Puzzle,Other,0.03,0.01,0,0,0.04
Moon,DS,2009,Adventure,Other,0.04,0,0,0,0.04
Pet Vet: Down Under,DS,2009,Simulation,Other,0.04,0,0,0,0.04
Clever Kids: Creepy Crawlies,DS,2009,Action,Other,0,0.04,0,0,0.04
Family Fortunes,DS,2009,Misc,Other,0,0.04,0,0,0.04
Grey's Anatomy: The Video Game,DS,2009,Adventure,Ubisoft,0.03,0.01,0,0,0.04
Pool Hall Pro,Wii,2009,Sports,Other,0.04,0,0,0,0.04
Nanda's Island,DS,2009,Puzzle,Other,0.04,0,0,0,0.04
Ivy the Kiwi?,DS,2010,Puzzle,Other,0.04,0,0,0,0.04
Winter Sports 3: The Great Tournament,Wii,2010,Sports,Other,0.02,0.02,0,0,0.04
Rock of the Dead,PS3,2010,Shooter,Other,0.04,0,0,0,0.04
Gummy Bears Mini Golf,DS,2010,Sports,Other,0.04,0,0,0,0.04
Galaxy Racers,DS,2010,Racing,Ubisoft,0.04,0,0,0,0.04
Rock of the Dead,X360,2010,Shooter,Other,0.04,0,0,0,0.04
Sesame Street: Elmo's A-to-Zoo Adventure,PC,2010,Misc,Other,0.04,0,0,0,0.04
Smash Court Tennis 3,PSP,2007,Sports,Namco Bandai,0.01,0.01,0.01,0.01,0.04
Ape Escape,PS3,2010,Platform,Sony Computer Entertainment,0,0.03,0,0.01,0.04
NBA Starting Five,XB,2002,Sports,Other,0.02,0.01,0,0,0.03
Colin McRae Rally 2.0,GBA,2002,Racing,Other,0.02,0.01,0,0,0.03
AirForce Delta Storm,GBA,2002,Shooter,Other,0.02,0.01,0,0,0.03
Total Immersion Racing,XB,2002,Racing,Other,0.02,0.01,0,0,0.03
DemiKids: Dark Version,GBA,2002,Role-Playing,Other,0.02,0.01,0,0,0.03
Blender Bros.,GBA,2002,Platform,Other,0.02,0.01,0,0,0.03
DemiKids: Light Version,GBA,2002,Role-Playing,Other,0.02,0.01,0,0,0.03
Stake: Fortune Fighters,XB,2003,Fighting,Other,0.02,0.01,0,0,0.03
Disney's Magical Quest 3 Starring Mickey and Donald,GBA,2003,Action,Capcom,0.02,0.01,0,0,0.03
Summon Night: Swordcraft Story,GBA,2003,Role-Playing,Other,0.02,0.01,0,0,0.03
Room Zoom: Race for Impact,XB,2004,Racing,Other,0.02,0.01,0,0,0.03
Serious Sam Advance,GBA,2004,Shooter,Other,0.02,0.01,0,0,0.03
Steel Battalion: Line of Contact,XB,2004,Simulation,Capcom,0.02,0.01,0,0,0.03
Carmen Sandiego: The Secret of the Stolen Drums,XB,2004,Action,Other,0.02,0.01,0,0,0.03
Thunderbirds,GBA,2004,Shooter,Other,0.02,0.01,0,0,0.03
Kill.Switch,GBA,2004,Shooter,Other,0.02,0.01,0,0,0.03
Spy Hunter / Super Sprint,GBA,2005,Racing,Other,0.02,0.01,0,0,0.03
Cold War,XB,2005,Shooter,Other,0.02,0.01,0,0,0.03
"Ed, Edd n Eddy: The Mis-Edventures",XB,2005,Platform,Other,0.02,0.01,0,0,0.03
Ty the Tasmanian Tiger 3: Night of the Quinkan,XB,2005,Action,Other,0.02,0.01,0,0,0.03
Total Overdose: A Gunslinger's Tale in Mexico,XB,2005,Shooter,Other,0.02,0.01,0,0,0.03
G1 Jockey Wii,Wii,2007,Sports,Other,0,0.01,0.02,0,0.03
Fritz Chess,Wii,2009,Strategy,Other,0.02,0.01,0,0,0.03
Chili Con Carnage,PSP,2007,Shooter,Other,0,0.02,0,0.01,0.03
Fishdom 2 Deluxe,PC,2010,Puzzle,Other,0,0.02,0,0.01,0.03
Tale of a Hero,PC,2010,Adventure,Other,0,0.02,0,0.01,0.03
First Queen: Ornic Senki,SNES,1994,Role-Playing,Other,0,0,0.03,0,0.03
Gaia Saver Hero Saidai no Sakusen,SNES,1994,Role-Playing,Other,0,0,0.03,0,0.03
Puzzle & Action: Tant-R,GEN,1994,Misc,Sega,0,0,0.03,0,0.03
Kidou Senshi V Gundam,SNES,1994,Action,Namco Bandai,0,0,0.03,0,0.03
The Great Battle Gaiden 2: Matsuri da Wasshoi,SNES,1994,Action,Other,0,0,0.03,0,0.03
Night Head: The Labyrinth,PS,1995,Adventure,Other,0,0,0.03,0,0.03
Rampo,SAT,1995,Adventure,Sega,0,0,0.03,0,0.03
Far East of Eden Shinden,NG,1995,Fighting,Other,0,0,0.03,0,0.03
Daibakushou: Jinsei Gekijou,SNES,1995,Misc,Other,0,0,0.03,0,0.03
Konpeki no Kantai,SNES,1995,Strategy,Other,0,0,0.03,0,0.03
Robo Pit,PS,1995,Fighting,Other,0.02,0.01,0,0,0.03
Hissatsu Pachinko Collection 3,SNES,1995,Misc,Other,0,0,0.03,0,0.03
Battle Arena Toshinden URA,SAT,1995,Fighting,Sega,0,0,0.03,0,0.03
Darius II,SAT,1995,Shooter,Other,0,0,0.03,0,0.03
The Perfect Golf,PS,1995,Sports,Other,0,0,0.03,0,0.03
Captain Tsubasa J: The Way to World Youth,SNES,1995,Sports,Namco Bandai,0,0,0.03,0,0.03
Batman Forever: The Arcade Game,PS,1996,Action,Other,0.02,0.01,0,0,0.03
3D Baseball,PS,1996,Sports,Other,0.02,0.01,0,0,0.03
PowerSlave,PS,1996,Shooter,Other,0.02,0.01,0,0,0.03
Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,SAT,1996,Misc,Other,0,0,0.03,0,0.03
DragonHeart: Fire & Steel,PS,1996,Action,Other,0.02,0.01,0,0,0.03
Nishijin Pachinko Monogatari 2,SNES,1996,Misc,Other,0,0,0.03,0,0.03
Lethal Enforcers I & II,PS,1996,Shooter,Other,0.02,0.01,0,0,0.03
BRAHMA Force: The Assault on Beltlogger 9,PS,1996,Shooter,Other,0.02,0.01,0,0,0.03
Blue Breaker: Ken Yorimo Hohoemi o,PCFX,1996,Role-Playing,Other,0,0,0.03,0,0.03
Grid Runner,PS,1996,Action,Other,0.02,0.01,0,0,0.03
Hankou Shashin,SAT,1996,Adventure,Other,0,0,0.03,0,0.03
Peak Performance,PS,1997,Racing,Other,0.02,0.01,0,0,0.03
Master of Monsters: Disciples of Gaia,PS,1997,Strategy,Other,0.02,0.01,0,0,0.03
Rush Hour,PS,1997,Misc,Other,0.02,0.01,0,0,0.03
Radiant Silvergun,SAT,1998,Shooter,Other,0,0,0.03,0,0.03
Trap Gunner: Countdown to Oblivion,PS,1998,Strategy,Other,0.02,0.01,0,0,0.03
Tail Concerto,PS,1998,Adventure,Namco Bandai,0.02,0.01,0,0,0.03
Madou Monogatari,SAT,1998,Role-Playing,Other,0,0,0.03,0,0.03
Pocket Fighter,SAT,1998,Fighting,Capcom,0,0,0.03,0,0.03
Ojyousama Express,SAT,1998,Strategy,Other,0,0,0.03,0,0.03
Highschool Terra Story,SAT,1998,Adventure,Other,0,0,0.03,0,0.03
MotorHead,PS,1998,Racing,Other,0.02,0.01,0,0,0.03
Starshot: Space Circus Fever,N64,1998,Platform,Other,0.02,0.01,0,0,0.03
Big Mountain 2000,N64,1998,Sports,Other,0.02,0.01,0,0,0.03
Nectaris: Military Madness,PS,1998,Strategy,Other,0.02,0.01,0,0,0.03
Timeshock! Pro Pinball,PS,1998,Misc,Other,0.02,0.01,0,0,0.03
Dancing Blade II: Tears of Eden,PS,1999,Adventure,Other,0,0,0.03,0,0.03
Charlie Blasts Territory,N64,1999,Action,Other,0.02,0.01,0,0,0.03
Monster Rancher Hop-A-Bout,PS,2000,Action,Other,0.02,0.01,0,0,0.03
Roadsters,PS,2000,Racing,Other,0.02,0.01,0,0,0.03
In Cold Blood,PS,2000,Adventure,Sony Computer Entertainment,0.02,0.01,0,0,0.03
Driven,GBA,2001,Racing,Other,0.02,0.01,0,0,0.03
SD Gundam G Generation: Gather Beat 2,WS,2001,Strategy,Namco Bandai,0,0,0.03,0,0.03
Monster Guardians,GBA,2001,Role-Playing,Other,0,0,0.03,0,0.03
M&Ms Shell Shocked,PS,2001,Action,Other,0.02,0.01,0,0,0.03
The Flintstones: Big Trouble in Bedrock,GBA,2001,Platform,Other,0.02,0.01,0,0,0.03
Sunny Garcia Surfing,PS2,2001,Sports,Ubisoft,0.02,0.01,0,0,0.03
Zoboomafoo: Leapin' Lemurs!,PS,2001,Action,Other,0.02,0.01,0,0,0.03
Ducati World Racing Challenge,PS,2001,Racing,Other,0.02,0.01,0,0,0.03
Planet of the Apes,GBA,2001,Action,Ubisoft,0.02,0.01,0,0,0.03
ParaParaParadise,PS2,2001,Misc,Other,0,0,0.03,0,0.03
DrumMania 7th Mix,PS2,2001,Simulation,Other,0,0,0.03,0,0.03
A Ressha de Gyoukou 2001,PS2,2001,Simulation,Other,0,0,0.03,0,0.03
Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,GBA,2002,Action,Other,0,0,0.03,0,0.03
Silent Scope,GBA,2002,Shooter,Other,0.02,0.01,0,0,0.03
ESPN NBA 2Night 2002,PS2,2002,Sports,Other,0.02,0.01,0,0,0.03
Gacharoku,PS2,2002,Misc,Sony Computer Entertainment,0,0,0.03,0,0.03
An American Tail: Fievel's Gold Rush,GBA,2002,Platform,Other,0.02,0.01,0,0,0.03
EverBlue 2,PS2,2002,Adventure,Capcom,0.02,0.01,0,0,0.03
CT Special Forces,GBA,2002,Action,Other,0.02,0.01,0,0,0.03
Earthworm Jim 2,GBA,2002,Platform,Other,0.02,0.01,0,0,0.03
F1 2002,GC,2002,Racing,Electronic Arts,0.02,0.01,0,0,0.03
Dr. Muto,GC,2002,Platform,Other,0.02,0.01,0,0,0.03
Egg Mania: Eggstreme Madness,PS2,2002,Puzzle,Other,0.02,0.01,0,0,0.03
Klonoa 2: Dream Champ Tournament,GBA,2002,Platform,Namco Bandai,0.02,0.01,0,0,0.03
Metal Dungeon,XB,2002,Role-Playing,Other,0.02,0.01,0,0,0.03
Gekido Advance: Kintaro's Revenge,GBA,2002,Action,Other,0.02,0.01,0,0,0.03
Whiteout,XB,2002,Racing,Other,0.02,0.01,0,0,0.03
Hajime no Ippo: The Fighting,GBA,2002,Fighting,Other,0,0,0.03,0,0.03
Fireblade,GC,2002,Action,Other,0.02,0.01,0,0,0.03
ESPN Winter X Games: Snowboarding 2002,XB,2002,Sports,Other,0.02,0.01,0,0,0.03
Disney Sports Soccer,GBA,2002,Sports,Other,0.02,0.01,0,0,0.03
Dave Mirra Freestyle BMX 3,GBA,2002,Sports,Other,0.02,0.01,0,0,0.03
Runabout 3: Neo Age,PS2,2002,Racing,Other,0,0,0.03,0,0.03
Konohana 2: Todoke Kanai Requiem,PS2,2002,Adventure,Other,0,0,0.03,0,0.03
Zatch Bell! Electric Arena,GBA,2003,Fighting,Other,0.02,0.01,0,0,0.03
"Crouching Tiger, Hidden Dragon",GBA,2003,Action,Ubisoft,0.02,0.01,0,0,0.03
Battle Engine Aquila,PS2,2003,Shooter,Atari,0.02,0.01,0,0,0.03
Project Gotham Racing 2 (JP weekly sales),XB,2003,Action,Microsoft Game Studios,0,0,0.03,0,0.03
RoadKill,GC,2003,Action,Other,0.02,0.01,0,0,0.03
Starsky & Hutch,GBA,2003,Racing,Other,0.02,0.01,0,0,0.03
Sitting Ducks,GBA,2003,Platform,Other,0.02,0.01,0,0,0.03
Go! Go! Hypergrind,GC,2003,Sports,Other,0.02,0.01,0,0,0.03
Freaky Flyers,XB,2003,Racing,Other,0.02,0.01,0,0,0.03
CIMA: The Enemy,GBA,2003,Role-Playing,Other,0.02,0.01,0,0,0.03
Robin Hood: Defender of the Crown,XB,2003,Strategy,Capcom,0.02,0.01,0,0,0.03
Disney's Aladdin,GBA,2003,Platform,Capcom,0.02,0.01,0,0,0.03
Wallace & Gromit in Project Zoo,XB,2003,Platform,Other,0.02,0.01,0,0,0.03
Drome Racers,GC,2003,Racing,Electronic Arts,0.02,0.01,0,0,0.03
Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,2003,Action,THQ,0.02,0.01,0,0,0.03
Motor Trend presents Lotus Challenge,XB,2003,Racing,Other,0.02,0.01,0,0,0.03
Max Payne,GBA,2003,Shooter,Take-Two Interactive,0.02,0.01,0,0,0.03
Pro Cast Sports Fishing,XB,2003,Sports,Capcom,0.02,0.01,0,0,0.03
Dakar 2: The World's Ultimate Rally,GC,2003,Racing,Other,0.02,0.01,0,0,0.03
Auto Modellista,GC,2003,Racing,Capcom,0.02,0.01,0,0,0.03
Demon Driver: Time to Burn Rubber!,GBA,2003,Racing,Other,0.02,0.01,0,0,0.03
Mojo!,XB,2003,Puzzle,Other,0.02,0.01,0,0,0.03
Buffy the Vampire Slayer: Chaos Bleeds,GC,2003,Action,Other,0.02,0.01,0,0,0.03
Jet Grind Radio,GBA,2003,Action,Sega,0.02,0.01,0,0,0.03
Drome Racers,GBA,2003,Racing,THQ,0.02,0.01,0,0,0.03
Asterix & Obelix: Kick Buttix,PS2,2004,Action,Atari,0.02,0.01,0,0,0.03
Battle Assault 3 featuring Gundam Seed,PS2,2004,Action,Namco Bandai,0.02,0.01,0,0,0.03
Crimson Tears,PS2,2004,Role-Playing,Capcom,0.02,0.01,0,0,0.03
Ultimate Block Party,PSP,2004,Puzzle,Other,0.03,0,0,0,0.03
GunGriffon: Allied Strike,XB,2004,Simulation,Microsoft Game Studios,0.02,0.01,0,0,0.03
Galleon: Islands of Mystery,XB,2004,Action,Other,0.02,0.01,0,0,0.03
Super Collapse! II,GBA,2004,Puzzle,Other,0.02,0.01,0,0,0.03
Smashing Drive,GBA,2004,Racing,Other,0.02,0.01,0,0,0.03
R-Type III: The Third Lightning,GBA,2004,Shooter,Other,0.02,0.01,0,0,0.03
Street Jam Basketball,GBA,2004,Sports,Other,0.02,0.01,0,0,0.03
Future Tactics: The Uprising,XB,2004,Strategy,Other,0.02,0.01,0,0,0.03
Syberia II,XB,2004,Adventure,Ubisoft,0.02,0.01,0,0,0.03
Baldur's Gate: Dark Alliance,GBA,2004,Role-Playing,Other,0.02,0.01,0,0,0.03
Archer Maclean Presents: Pool Paradise,GC,2004,Sports,Other,0.02,0.01,0,0,0.03
Bookworm,GBA,2004,Puzzle,Other,0.02,0.01,0,0,0.03
Care Bears - Care Quest,GBA,2005,Action,Other,0.02,0.01,0,0,0.03
Sky Dancers,GBA,2005,Action,Other,0.02,0.01,0,0,0.03
Electroplankton,DS,2005,Misc,Nintendo,0.01,0,0.02,0,0.03
Backyard NFL Football 2006,GBA,2005,Sports,Atari,0.02,0.01,0,0,0.03
James Pond: Codename Robocod,GBA,2005,Platform,Other,0.02,0.01,0,0,0.03
Driv3r,GBA,2005,Racing,Atari,0.02,0.01,0,0,0.03
Street Supremacy,PSP,2005,Racing,Other,0.03,0,0,0,0.03
Elf Bowling 1 & 2,GBA,2005,Sports,Other,0.02,0.01,0,0,0.03
Tork: Prehistoric Punk,XB,2005,Platform,Microsoft Game Studios,0.02,0.01,0,0,0.03
Chicken Shoot 2,GBA,2005,Adventure,Other,0.02,0.01,0,0,0.03
Totally Spies!,GBA,2005,Platform,Atari,0.02,0.01,0,0,0.03
Empire Earth II,PC,2005,Strategy,Other,0,0.03,0,0,0.03
Digimon World 4,XB,2005,Role-Playing,Atari,0.02,0.01,0,0,0.03
Golden Nugget Casino / Texas Hold 'Em Double Pack,GBA,2005,Misc,Other,0.02,0.01,0,0,0.03
Marble Madness / Klax,GBA,2005,Puzzle,Other,0.02,0.01,0,0,0.03
Atomic Betty,GBA,2005,Puzzle,Atari,0.02,0.01,0,0,0.03
Virtual Pool: Tournament Edition,XB,2005,Sports,Other,0.02,0.01,0,0,0.03
Popeye: Rush for Spinach,GBA,2005,Platform,Atari,0.02,0.01,0,0,0.03
Spectral Souls: Resurrection of the Ethereal Empires,PSP,2005,Role-Playing,Other,0.03,0,0,0,0.03
Kong: King of Atlantis,GBA,2005,Action,THQ,0.02,0.01,0,0,0.03
Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,DS,2005,Action,Other,0,0,0.03,0,0.03
The King of Fighters 02/03,XB,2005,Fighting,Other,0.02,0.01,0,0,0.03
Animaniacs: The Great Edgar Hunt,GC,2005,Platform,Other,0.02,0.01,0,0,0.03
Frogger: Ancient Shadow,XB,2005,Platform,Other,0.02,0.01,0,0,0.03
Franklin the Turtle,GBA,2005,Misc,Other,0.02,0.01,0,0,0.03
Gauntlet / Rampart,GBA,2005,Misc,Other,0.02,0.01,0,0,0.03
Rebel Raiders: Operation Nighthawk,PS2,2006,Simulation,Other,0.02,0.01,0,0,0.03
Bounty Hounds,PSP,2006,Action,Namco Bandai,0.03,0,0,0,0.03
Daito Giken Premium Pachi-Slot Collection: Yoshimune,PS2,2006,Misc,Other,0,0,0.03,0,0.03
World Series of Poker: Tournament of Champions 2007 Edition,PS2,2006,Misc,Activision,0.02,0.01,0,0,0.03
Yggdra Union: We'll Never Fight Alone,GBA,2006,Role-Playing,Other,0,0,0.03,0,0.03
Rapala Tournament Fishing!,X360,2006,Sports,Activision,0.03,0,0,0,0.03
Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,DS,2006,Adventure,Other,0,0,0.03,0,0.03
Tsuyo Kiss: Mighty Heart,PS2,2006,Adventure,Other,0,0,0.03,0,0.03
MotoGP,PSP,2006,Racing,Sony Computer Entertainment,0.03,0,0,0,0.03
Astonishia Story,PSP,2006,Role-Playing,Ubisoft,0.03,0,0,0,0.03
Magna Carta Portable,PSP,2006,Role-Playing,Other,0,0,0.03,0,0.03
Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable,PSP,2006,Misc,Other,0,0,0.03,0,0.03
FIFA World Cup: Germany 2006,GBA,2006,Sports,Electronic Arts,0.02,0.01,0,0,0.03
Garfield: A Tale of Two Kitties,DS,2006,Platform,Other,0.03,0,0,0,0.03
Raw Danger!,PS2,2006,Action,Other,0.02,0.01,0,0,0.03
Gotouchi Kenkei DS,DS,2006,Misc,Other,0,0,0.03,0,0.03
Stacked with Daniel Negreanu,PSP,2006,Misc,Other,0.03,0,0,0,0.03
Dance Factory,PS2,2006,Action,Other,0.02,0.01,0,0,0.03
The Legend of Heroes III: Song of the Ocean,PSP,2006,Role-Playing,Namco Bandai,0.03,0,0,0,0.03
Dungeon Maker: Hunting Ground,PSP,2006,Role-Playing,Other,0.03,0,0,0,0.03
Stacked with Daniel Negreanu,XB,2006,Misc,Other,0.02,0.01,0,0,0.03
Otometeki Koi Kakumei * Love Revo,PS2,2006,Adventure,Other,0,0,0.03,0,0.03
Bubble Bobble Evolution,PSP,2006,Puzzle,Other,0.03,0,0,0,0.03
Nacho Libre,DS,2006,Action,Other,0.03,0,0,0,0.03
Gensou Suikoden I & II,PSP,2006,Role-Playing,Other,0,0,0.03,0,0.03
Eyeshield 21: DevilBats DevilDays,GBA,2006,Role-Playing,Nintendo,0,0,0.03,0,0.03
Blokus Portable: Steambot Championship,PSP,2006,Puzzle,Other,0.03,0,0,0,0.03
Tenka-bito,PS2,2006,Strategy,Sega,0,0,0.03,0,0.03
Star Trek: Tactical Assault,PSP,2006,Strategy,Ubisoft,0.02,0.01,0,0,0.03
"Princess Natasha: Student, Secret Agent, Princess",DS,2006,Action,Other,0.03,0,0,0,0.03
Curious George,XB,2006,Action,Namco Bandai,0.02,0.01,0,0,0.03
Real World Golf,XB,2006,Sports,Other,0.02,0.01,0,0,0.03
Mahjong Kakutou Club: Zenkoku Taisenban,PS3,2006,Misc,Other,0,0,0.03,0,0.03
Guitar Freaks V & DrumMania V,PS2,2006,Simulation,Other,0,0,0.03,0,0.03
Power Poke Dash,GBA,2006,Sports,Other,0,0,0.03,0,0.03
Turn It Around,DS,2006,Action,Other,0.03,0,0,0,0.03
Race Driver 2006,PSP,2006,Racing,Other,0.03,0,0,0,0.03
Calcio Bit,GBA,2006,Sports,Nintendo,0,0,0.03,0,0.03
Galaxy Angel II: Zettairyouiki no Tobira,PS2,2006,Strategy,Other,0,0,0.03,0,0.03
Metal Saga: Hagane no Kisetsu,DS,2006,Role-Playing,Other,0,0,0.03,0,0.03
MechAssault: Phantom War,DS,2006,Simulation,Other,0.03,0,0,0,0.03
NBA 2K7,XB,2006,Sports,Take-Two Interactive,0.02,0.01,0,0,0.03
Greg Hastings' Tournament Paintball Max'd,GBA,2006,Shooter,Activision,0.02,0.01,0,0,0.03
Wrestle Kingdom,PS2,2006,Fighting,Other,0,0,0.03,0,0.03
Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,PS2,2006,Adventure,Other,0,0,0.03,0,0.03
Kuryuu Youma Gakuenki Recharge,PS2,2006,Adventure,Other,0,0,0.03,0,0.03
